Nombre;Sexe;Annee;Prenoms;Nombre total cumule par annee
33;M;2014;Mathias;471
20;M;2017;Mathias;554
28;M;2014;Mathieu;647
17;M;2017;Mathieu;700
6;F;2008;Mathilda;19
11;F;2014;Mathilda;51
143;F;2004;Mathilde;143
112;F;2011;Mathilde;1115
103;F;2016;Mathilde;1585
142;M;2004;Mathis;142
124;M;2006;Mathis;392
94;M;2010;Mathis;808
69;M;2016;Mathis;1284
15;M;2005;Mathurin;25
18;M;2004;Mathys;18
22;M;2017;Mathys;319
8;M;2010;Matias;55
6;M;2014;Matias;87
9;M;2016;Matias;102
5;F;2005;Matilda;5
12;M;2007;Matis;56
7;M;2014;Matis;103
126;F;2007;Lina;423
136;F;2008;Lina;559
169;F;2010;Lina;872
142;F;2012;Lina;1168
147;F;2018;Lina;2044
9;F;2009;Linda;63
13;F;2014;Linda;107
8;F;2011;Lindsay;55
12;F;2010;Line;63
9;F;2013;Line;91
15;F;2017;Line;138
21;M;2009;Lino;79
6;F;2015;Linoy;16
5;F;2018;Linoy;21
11;M;2005;Lior;17
9;M;2012;Lior;77
12;M;2015;Lior;111
10;M;2018;Lior;136
12;F;2007;Liora;39
11;F;2008;Liora;50
7;F;2011;Liora;81
13;F;2013;Liora;101
10;F;2017;Liora;137
5;M;2006;Liron;5
81;F;2010;Lisa;693
59;F;2016;Lisa;1114
30;F;2008;Lise;164
37;F;2009;Lise;201
29;F;2013;Lise;337
17;F;2005;Lison;30
11;F;2011;Liv;81
50;F;2018;Liv;328
13;F;2008;Livia;47
23;F;2018;Livia;270
6;M;2015;Livio;22
8;F;2006;Liza;14
6;F;2005;Loan;18
8;M;2007;Loan;26
6;M;2008;Loan;32
14;F;2011;Loane;90
8;M;2015;Logan;33
9;M;2009;Lohan;20
9;M;2012;Lohan;35
34;M;2004;Loïc;34
26;M;2010;Loïc;215
24;M;2011;Loïc;239
12;M;2018;Loïc;351
5;M;2007;Loïs;27
7;M;2011;Loïs;60
73;F;2004;Lola;73
80;F;2006;Lola;238
41;F;2017;Lola;987
32;M;2005;Lorenzo;64
5;F;2004;Lorette;5
7;M;2009;Loris;54
6;M;2014;Loris;98
10;M;2017;Loris;121
130;F;2004;Lou;130
101;F;2008;Lou;586
119;F;2009;Lou;705
12;M;2013;Lou;1074
98;F;2015;Lou;1377
115;F;2017;Lou;1612
18;F;2009;Louane;57
10;F;2014;Louane;140
6;F;2017;Louane;165
5;F;2018;Louane;170
6;F;2009;Louann;12
5;F;2014;Louann;17
7;F;2007;Lou-Ann;49
9;F;2013;Lou-Ann;104
7;F;2009;Lou-Anne;64
272;M;2010;Louis;1727
277;M;2013;Louis;2523
8;F;2006;Louisa;33
18;F;2007;Louisa;51
17;F;2009;Louisa;88
22;F;2010;Louisa;110
306;F;2011;Louise;2134
8;M;2004;Louison;8
6;M;2011;Louison;135
17;F;2013;Louison;197
6;F;2006;Loula;6
29;F;2004;Louna;29
20;F;2012;Louna;240
20;F;2016;Louna;317
8;M;2007;Lubin;8
8;M;2010;Lubin;31
7;M;2012;Lubin;43
31;M;2007;Luc;101
30;M;2006;Luca;72
51;M;2009;Luca;209
31;M;2013;Luca;364
41;M;2018;Luca;535
188;M;2004;Lucas;188
214;M;2007;Lucas;767
175;M;2012;Lucas;1732
157;M;2016;Lucas;2404
165;M;2017;Lucas;2569
6;F;2004;Luce;6
8;F;2004;Salimata;8
6;F;2005;Salimata;14
7;F;2016;Salimata;90
27;F;2004;Salma;27
32;F;2006;Salma;84
31;F;2010;Salma;219
27;F;2011;Salma;246
27;F;2013;Salma;296
5;M;2016;Salman;5
64;F;2013;Salomé;730
70;F;2014;Salomé;800
5;M;2005;Salomon;5
14;M;2005;Sam;28
11;M;2018;Sam;223
7;M;2010;Samba;61
22;M;2008;Sami;125
22;M;2010;Sami;175
5;F;2004;Samia;5
7;F;2007;Samia;17
5;F;2008;Samia;22
5;F;2005;Samira;5
143;M;2010;Samuel;914
94;M;2012;Samuel;1121
137;M;2013;Samuel;1258
42;M;2012;Samy;390
7;F;2004;Sana;7
16;F;2010;Sana;74
12;F;2014;Sana;116
6;F;2015;Sana;122
15;F;2016;Sana;137
7;F;2016;Sandra;80
9;F;2018;Sandra;94
12;M;2008;Sandro;30
57;F;2004;Sara;57
67;F;2009;Sara;414
159;F;2017;Sarah;2845
5;F;2007;Sarra;11
6;F;2012;Sarra;22
20;M;2004;Sasha;20
30;F;2006;Sasha;134
27;M;2009;Sasha;287
26;M;2010;Sasha;359
43;F;2010;Sasha;402
19;M;2015;Sasha;670
31;M;2016;Sasha;738
44;F;2017;Sasha;843
20;M;2018;Sasha;863
6;F;2006;Satine;18
9;F;2007;Satine;27
7;M;2009;Saul;7
9;M;2014;Saul;41
6;F;2009;Scarlett;13
7;M;2005;Sean;7
6;M;2017;Sebastian;54
5;M;2004;Sebastien;5
9;M;2016;Sébastien;166
5;M;2017;Sébastien;171
8;M;2012;Sekou;63
7;M;2007;Sékou;20
6;M;2011;Sékou;44
9;F;2013;Séléna;41
5;F;2018;Séléna;53
5;F;2016;Sélène;17
5;M;2010;Selim;25
20;F;2004;Selma;20
29;F;2009;Selma;150
31;F;2013;Selma;268
8;M;2016;Selyan;69
10;M;2018;Selyan;84
9;F;2009;Serena;35
5;F;2013;Sérine;22
5;F;2005;Seynabou;5
12;M;2005;Shaï;20
6;M;2008;Shaï;44
6;F;2013;Shaïly;32
5;F;2017;Shaïly;37
6;F;2012;Shaïma;24
9;F;2007;Shaïna;24
6;F;2008;Shaïna;30
5;F;2011;Shaïna;49
5;F;2014;Shaïna;59
5;F;2008;Shaïnez;5
19;F;2007;Shana;102
17;F;2010;Shana;152
9;F;2016;Shana;198
6;F;2007;Shani;6
7;F;2005;Shanna;7
8;F;2006;Shany;8
7;F;2007;Shany;15
6;F;2011;Sharon;18
5;M;2013;Shay;5
5;F;2007;Shayma;5
59;F;2004;Shirel;59
27;F;2005;Shirel;86
9;F;2014;Shirel;226
18;F;2008;Sibylle;55
5;F;2010;Sibylle;70
13;F;2012;Sibylle;98
15;F;2015;Sibylle;136
13;F;2016;Sibylle;149
307;F;2012;Louise;2441
346;F;2013;Louise;2787
6;M;2006;Louis-Marie;6
5;M;2005;Louison;22
6;M;2006;Louison;36
12;F;2006;Louison;48
22;F;2009;Louison;116
16;F;2011;Louison;151
6;M;2012;Louison;157
6;M;2013;Louison;180
6;M;2014;Louison;203
9;M;2018;Louison;301
9;M;2005;Louka;15
10;M;2008;Louka;47
7;M;2017;Louka;122
10;M;2018;Louka;132
18;F;2006;Louna;76
31;F;2009;Louna;164
27;F;2010;Louna;191
12;F;2014;Louna;276
5;M;2011;Lounis;11
6;M;2012;Loup;26
6;M;2015;Loup;37
13;M;2016;Loup;50
14;M;2018;Loup;91
5;M;2011;Lubin;36
6;M;2018;Lubin;62
24;M;2010;Luc;175
23;M;2011;Luc;198
7;M;2017;Luc;276
16;M;2005;Luca;42
33;M;2011;Luca;301
197;M;2005;Lucas;385
220;M;2009;Lucas;1179
191;M;2011;Lucas;1557
173;M;2014;Lucas;2071
8;F;2006;Luce;14
8;F;2007;Luce;22
8;F;2008;Luce;30
8;F;2005;Lucia;15
11;F;2006;Lucia;26
13;F;2007;Lucia;39
9;F;2011;Lucia;75
11;F;2012;Lucia;86
9;F;2017;Lucia;127
143;F;2009;Lucie;886
99;F;2015;Lucie;1488
36;M;2005;Lucien;79
65;M;2012;Lucien;414
40;F;2005;Lucile;81
30;F;2007;Lucile;146
31;F;2008;Lucile;177
8;F;2012;Lucille;80
7;F;2013;Lucille;87
11;F;2007;Lucy;44
17;F;2005;Ludivine;45
9;F;2014;Ludivine;166
8;F;2016;Ludivine;182
6;F;2010;Ludmila;23
12;M;2006;Ludovic;35
7;M;2009;Ludovic;65
5;M;2010;Ludovic;70
9;M;2013;Luis;38
5;M;2014;Luis;43
21;M;2016;Luka;287
23;M;2018;Luka;332
23;M;2008;Lukas;81
5;M;2015;Lukas;134
7;M;2010;Luke;7
39;F;2004;Luna;39
60;F;2008;Luna;252
29;F;2016;Luna;559
6;F;2010;Luz;6
10;F;2011;Lya;41
12;F;2013;Lya;60
17;F;2018;Lya;137
5;M;2005;Lyam;5
13;M;2012;Lyam;39
6;F;2011;Lyana;6
9;F;2013;Lyana;21
8;F;2018;Lyana;56
21;F;2006;Lydia;56
10;F;2017;Lydia;172
5;M;2004;Lyes;5
5;M;2012;Lyes;42
6;F;2005;Lylia;13
19;F;2005;Lyna;44
41;F;2011;Lyna;248
29;F;2014;Lyna;337
27;F;2016;Lyna;400
27;F;2018;Lyna;452
5;F;2009;Lyne;12
7;F;2013;Lyne;25
6;F;2005;Lynn;6
6;F;2005;Maayane;11
6;M;2006;Maceo;6
6;M;2009;Maceo;12
9;M;2008;Macéo;27
61;F;2008;Madeleine;193
39;F;2009;Madeleine;232
111;F;2013;Nina;1081
13;F;2006;Nine;26
9;F;2013;Nine;88
7;F;2018;Nine;127
30;M;2016;Nino;332
35;F;2005;Ninon;64
26;F;2011;Ninon;221
20;F;2018;Ninon;343
5;M;2007;Nizar;17
35;M;2006;Noa;186
44;F;2006;Noa;230
55;F;2008;Noa;395
26;M;2013;Noa;729
25;F;2017;Noa;969
28;F;2018;Noa;1026
44;M;2006;Noam;115
47;M;2007;Noam;167
60;M;2008;Noam;227
52;M;2009;Noam;279
59;M;2010;Noam;338
55;M;2015;Noam;605
62;M;2016;Noam;667
57;M;2017;Noam;724
60;M;2018;Noam;784
105;M;2011;Noé;764
86;M;2014;Noé;1020
103;M;2018;Noé;1418
5;F;2015;Noélia;5
8;F;2010;Noélie;31
8;F;2011;Noélie;39
70;F;2013;Noémie;779
6;F;2006;Noha;13
5;F;2008;Noha;38
5;F;2009;Noha;43
5;F;2013;Noha;54
19;M;2010;Noham;85
6;M;2011;Nohan;6
5;F;2017;Nola;58
41;M;2012;Nolan;286
6;M;2010;Nolann;23
12;M;2009;Nolhan;12
9;M;2011;Nolhan;28
6;M;2014;Nolhan;47
15;F;2018;Noor;139
21;F;2007;Nora;69
39;F;2009;Nora;127
23;F;2011;Nora;173
33;F;2014;Nora;252
42;F;2018;Nora;397
7;F;2004;Norah;7
17;F;2012;Norah;87
7;F;2014;Norah;111
20;F;2016;Norah;143
5;F;2013;Norhane;5
24;F;2004;Nour;29
53;F;2008;Nour;213
64;F;2013;Nour;521
67;F;2014;Nour;588
7;M;2016;Nour;674
64;F;2017;Nour;808
5;F;2014;Noura;30
5;F;2015;Noura;35
80;F;2004;Océane;80
43;F;2011;Océane;461
38;F;2012;Océane;499
52;M;2011;Octave;267
46;M;2014;Octave;394
54;M;2017;Octave;538
63;M;2018;Octave;601
6;F;2013;Odélia;30
10;F;2006;Olga;30
5;F;2011;Olga;47
5;F;2014;Olga;67
70;F;2011;Olivia;413
72;F;2013;Olivia;562
108;F;2017;Olivia;995
27;M;2006;Olivier;92
22;M;2008;Olivier;137
11;M;2015;Olivier;261
12;M;2016;Olivier;273
12;F;2007;Olympe;38
6;F;2016;Olympia;17
6;F;2018;Olympia;23
27;M;2015;Omar;273
27;M;2016;Omar;300
9;F;2004;Ombeline;9
11;F;2008;Ombeline;54
9;F;2010;Ombeline;75
14;F;2013;Ombeline;100
7;F;2018;Ombeline;132
5;F;2007;Ondine;13
5;F;2011;Ophélie;34
7;M;2005;Oren;13
7;M;2013;Oren;53
7;M;2016;Oren;81
16;F;2007;Oriane;70
7;F;2013;Oriane;128
14;F;2006;Ornella;40
5;M;2005;Orso;5
12;M;2018;Orso;63
8;M;2004;Matisse;8
8;M;2012;Matisse;75
7;M;2016;Matisse;98
7;M;2005;Matt;7
37;M;2009;Matteo;200
36;M;2010;Matteo;236
20;M;2012;Matteo;279
21;M;2014;Matteo;329
33;M;2009;Mattéo;282
19;M;2014;Mattéo;378
10;M;2015;Mattéo;388
8;M;2016;Mattéo;396
5;M;2013;Matthew;33
20;M;2009;Matthias;133
8;M;2012;Matthias;171
7;M;2011;Mattia;23
5;F;2017;Maud;218
5;F;2004;Maureen;5
47;M;2004;Max;47
31;M;2011;Max;306
21;M;2018;Max;476
80;M;2007;Maxence;356
6;F;2009;Maxence;543
92;M;2010;Maxence;635
75;M;2013;Maxence;899
5;M;2011;Maxens;5
13;M;2006;Maxim;30
6;M;2015;Maxim;109
197;M;2006;Maxime;596
243;M;2009;Maxime;1241
221;M;2010;Maxime;1462
152;M;2015;Maxime;2389
20;M;2013;Maximilien;250
14;M;2016;Maximilien;321
11;M;2017;Maximilien;332
5;F;2006;Maxine;10
6;F;2008;Maxine;24
8;F;2009;Maxine;32
6;F;2015;Maxine;86
6;F;2008;May;17
41;F;2004;Maya;41
54;F;2006;Maya;152
80;F;2007;Maya;232
85;F;2014;Maya;747
5;F;2006;Mayane;10
6;M;2015;Mayas;6
7;M;2004;Mayeul;7
7;M;2006;Mayeul;22
15;M;2011;Mayeul;80
12;M;2018;Mayeul;149
7;F;2012;Mayline;7
17;F;2007;Maylis;56
9;F;2009;Maylis;76
10;F;2009;Mayssa;43
9;F;2011;Mayssa;64
47;M;2006;Mehdi;150
45;M;2008;Mehdi;244
6;F;2005;Meïssa;6
5;F;2010;Meïssa;16
5;F;2017;Meïssa;29
23;F;2005;Mélanie;57
19;F;2007;Mélanie;99
18;F;2008;Mélanie;117
6;M;2012;Melchior;78
9;M;2013;Melchior;87
9;M;2017;Melchior;127
5;F;2016;Mélia;33
6;F;2017;Mélia;39
8;F;2007;Melina;20
20;F;2009;Mélina;110
28;F;2014;Mélina;260
5;F;2008;Mélinda;5
15;F;2006;Méline;33
13;F;2007;Méline;46
11;F;2009;Méline;78
8;F;2018;Méline;157
5;F;2018;Mélinée;5
15;F;2004;Melissa;15
16;F;2005;Melissa;31
14;F;2006;Melissa;45
25;F;2010;Melissa;111
17;F;2012;Melissa;142
47;F;2008;Mélissa;202
36;F;2010;Mélissa;288
28;F;2012;Mélissa;352
26;F;2016;Mélissa;481
20;F;2017;Mélissa;501
5;F;2010;Mélissande;5
12;F;2013;Mellina;61
5;F;2008;Mélody;20
12;M;2017;Melvil;146
18;M;2008;Melvin;67
5;M;2010;Menahem;26
6;M;2011;Menahem;32
10;M;2015;Menahem;49
8;M;2009;Mendel;13
7;M;2013;Mendel;38
14;M;2014;Mendel;52
7;M;2017;Mendel;59
8;F;2018;Meriam;30
6;F;2009;Luce;36
7;F;2013;Luce;77
11;F;2015;Luce;99
10;F;2017;Luce;116
157;F;2005;Lucie;311
91;F;2013;Lucie;1299
92;F;2016;Lucie;1580
43;M;2004;Lucien;43
39;M;2008;Lucien;185
46;M;2009;Lucien;231
65;M;2013;Lucien;479
33;F;2009;Lucile;210
10;F;2005;Lucille;22
10;F;2006;Lucille;32
13;F;2008;Lucille;51
5;F;2011;Lucille;72
7;F;2016;Lucille;100
11;F;2008;Lucy;55
8;F;2010;Lucy;68
9;F;2011;Lucy;77
8;F;2013;Lucy;85
15;F;2016;Lucy;121
14;F;2017;Lucy;135
6;F;2018;Lucy;141
24;F;2007;Ludivine;90
11;F;2008;Ludivine;101
8;F;2015;Ludivine;174
7;M;2008;Luis;20
10;M;2017;Luis;61
22;M;2009;Luka;131
24;M;2004;Lukas;24
11;M;2012;Lukas;116
6;M;2014;Lukas;129
8;M;2016;Lukas;142
5;M;2012;Luke;12
5;M;2013;Luke;17
60;F;2006;Luna;151
41;F;2007;Luna;192
56;F;2009;Luna;308
13;F;2009;Lya;22
7;F;2012;Lya;48
12;F;2014;Lya;72
17;F;2015;Lya;89
6;F;2016;Lyah;11
6;F;2018;Lyah;17
10;M;2011;Lyam;26
11;M;2013;Lyam;50
20;M;2015;Lyam;88
6;F;2012;Lyana;12
15;F;2004;Lydia;15
20;F;2005;Lydia;35
13;F;2010;Lydia;100
10;F;2014;Lydia;143
8;F;2018;Lydia;180
6;M;2018;Lyes;53
5;F;2013;Lyla;12
7;F;2004;Lylia;7
7;F;2010;Lylia;39
9;F;2013;Lylia;58
8;F;2015;Lylia;75
34;F;2006;Lyna;78
5;F;2008;Lynda;10
18;F;2017;Lyne;63
12;F;2018;Lyne;75
7;F;2008;Lynn;18
5;F;2018;Lynn;28
9;M;2018;Lysandre;23
6;F;2016;Lyse;6
29;F;2005;Madeleine;57
50;F;2012;Madeleine;373
42;F;2014;Madeleine;464
64;F;2017;Madeleine;665
71;F;2018;Madeleine;736
5;F;2005;Mado;5
5;F;2016;Mado;10
5;M;2005;Mady;5
6;M;2008;Mady;11
5;M;2015;Mady;24
8;M;2016;Mady;32
9;F;2009;Maé;71
10;F;2010;Maé;81
6;F;2013;Maé;111
5;M;2018;Maé;129
8;M;2007;Mael;14
13;M;2008;Mael;27
14;M;2013;Mael;83
51;M;2005;Maël;94
51;M;2006;Maël;145
79;M;2016;Maël;755
6;F;2006;Maëlie;13
6;F;2009;Maëline;11
9;F;2012;Maelle;21
25;F;2011;Maëlle;289
10;F;2015;Maelys;76
5;F;2006;Maélys;5
9;F;2008;Maélys;20
8;F;2009;Maélys;28
37;F;2006;Maëlys;112
53;F;2009;Maëlys;267
33;F;2011;Maëlys;354
16;F;2005;Sidonie;35
12;F;2007;Sidonie;61
15;F;2008;Sidonie;76
12;F;2010;Sidonie;102
5;M;2017;Sidy;16
7;F;2009;Sienna;26
8;M;2011;Silas;8
6;F;2011;Siloé;18
8;M;2008;Siméon;40
6;M;2009;Siméon;46
8;M;2010;Siméon;54
86;M;2005;Simon;195
103;M;2008;Simon;518
13;F;2017;Simone;39
36;F;2007;Sirine;105
31;F;2012;Sirine;241
33;F;2015;Sirine;342
31;F;2016;Sirine;373
5;M;2014;Sixte;5
24;F;2018;Sixtine;397
5;M;2009;Skander;17
5;M;2015;Skander;37
14;M;2016;Soan;52
62;F;2007;Sofia;234
78;F;2008;Sofia;312
54;F;2011;Lily;307
29;F;2016;Lily;505
38;F;2017;Lily;543
16;F;2015;Lilya;132
17;F;2017;Lilya;172
9;F;2008;Lily-Rose;26
6;F;2017;Lily-Rose;87
144;F;2009;Lina;703
161;F;2014;Lina;1482
7;F;2008;Linda;54
8;F;2010;Linda;71
5;F;2012;Linda;83
11;F;2013;Linda;94
12;F;2017;Linda;130
9;F;2018;Linda;139
6;F;2005;Lindsay;6
14;F;2008;Lindsay;32
6;F;2010;Lindsay;47
8;F;2007;Line;32
10;F;2012;Line;82
15;F;2015;Line;113
14;M;2010;Lino;93
15;M;2013;Lino;150
18;M;2018;Lino;233
5;M;2015;Lionel;10
6;M;2004;Lior;6
10;M;2006;Lior;27
8;F;2016;Liora;127
5;M;2014;Lirone;36
121;F;2006;Lisa;352
74;F;2008;Lisa;516
35;F;2011;Lise;273
37;F;2017;Lise;494
14;F;2006;Lison;44
11;F;2007;Lison;55
11;F;2009;Lison;76
23;F;2010;Lison;99
19;F;2014;Lison;178
32;F;2016;Lison;226
8;F;2017;Lital;36
8;F;2018;Lital;44
15;F;2008;Liv;35
20;F;2012;Liv;101
44;F;2017;Liv;278
12;F;2009;Livia;59
19;F;2010;Livia;78
17;F;2012;Livia;121
27;F;2017;Livia;247
7;F;2018;Liya;61
5;F;2012;Liz;12
5;F;2016;Liz;17
6;F;2004;Liza;6
5;F;2007;Liza;19
6;F;2014;Liza;49
6;F;2016;Liza;55
7;M;2009;Loan;39
14;M;2010;Loan;53
13;F;2006;Loane;26
10;M;2004;Logan;10
11;M;2016;Logan;44
9;M;2018;Logan;59
5;M;2013;Lohan;40
5;M;2014;Lohan;45
40;M;2005;Loïc;74
22;M;2006;Loïc;96
31;M;2009;Loïc;189
15;M;2015;Loïc;312
16;M;2016;Loïc;328
90;F;2009;Lola;496
82;F;2010;Lola;578
85;F;2011;Lola;663
62;F;2014;Lola;857
5;F;2009;Lorena;11
23;M;2007;Lorenzo;111
13;M;2017;Lorenzo;375
53;F;2010;Madeleine;285
63;F;2015;Madeleine;527
5;F;2013;Madeline;5
14;M;2018;Mady;46
10;F;2004;Maé;10
7;F;2006;Maé;28
5;M;2011;Maé;86
7;F;2011;Maé;93
6;M;2005;Mael;6
10;M;2010;Mael;52
9;M;2012;Mael;69
5;M;2017;Mael;106
51;M;2012;Maël;487
67;M;2014;Maël;602
5;F;2010;Maëlie;24
5;F;2015;Maëlie;43
5;F;2016;Maëline;31
61;F;2005;Maëlle;103
30;F;2009;Maëlle;239
22;F;2012;Maëlle;311
21;F;2016;Maëlle;421
28;F;2017;Maëlle;449
5;F;2017;Maëly;24
7;F;2011;Maëlyne;7
5;F;2013;Maëlyne;17
8;F;2013;Maelys;58
6;F;2017;Maelys;88
47;F;2014;Maëlys;482
40;F;2016;Maëlys;561
25;F;2017;Maëlys;586
11;F;2013;Maeva;138
11;F;2008;Maéva;39
5;F;2014;Maéva;68
5;F;2017;Maéva;78
12;F;2009;Maëva;63
7;F;2016;Maëva;115
5;F;2018;Maha;5
11;M;2006;Mahamadou;40
12;M;2011;Mahamadou;110
8;F;2007;Mahault;23
5;F;2010;Mahault;43
9;F;2013;Mahault;70
12;F;2007;Mahaut;52
22;F;2016;Mahaut;199
22;F;2018;Mahaut;238
6;F;2005;Mahé;13
8;M;2011;Mahé;74
5;F;2012;Maï;5
7;F;2015;Maia;22
36;F;2009;Maïa;181
30;F;2010;Maïa;211
26;F;2015;Maïa;340
6;F;2010;Maïly;12
19;F;2005;Maïlys;36
12;F;2007;Maïlys;62
14;F;2009;Maïlys;86
13;F;2004;Maïmouna;13
14;F;2008;Maïmouna;81
97;F;2011;Sofia;544
110;F;2016;Sofia;1079
5;M;2007;Sofian;5
34;M;2004;Sofiane;34
5;M;2011;Sohan;19
8;M;2012;Sohan;27
6;M;2013;Sohan;33
8;F;2011;Sohane;15
5;F;2014;Sokhna;5
44;M;2014;Solal;455
38;M;2015;Solal;493
49;M;2017;Solal;590
24;F;2006;Solène;105
22;F;2008;Solène;153
9;F;2010;Soline;44
6;F;2004;Solveig;6
7;F;2012;Solveig;37
6;F;2014;Solveig;52
10;F;2016;Solveig;70
9;F;2017;Solveig;79
23;F;2004;Sonia;23
14;F;2011;Sonia;136
9;F;2012;Sonia;145
10;F;2017;Sonia;193
21;F;2005;Sophia;49
43;F;2011;Sophia;234
40;F;2013;Sophia;318
48;F;2016;Sophia;459
50;F;2012;Sophie;386
8;F;2007;Soraya;32
9;F;2010;Soraya;57
8;F;2014;Soraya;73
10;F;2017;Soraya;95
12;M;2011;Soren;37
14;M;2012;Soren;51
16;M;2015;Soren;96
13;M;2018;Soren;128
5;F;2017;Soujoud;5
5;F;2016;Soukaïna;5
5;F;2017;Soukaïna;10
6;M;2013;Souleyman;20
17;M;2004;Souleymane;17
115;M;2011;Oscar;897
130;M;2017;Oscar;1635
6;M;2013;Oskar;24
11;M;2010;Ousmane;109
23;M;2011;Ousmane;132
19;M;2014;Ousmane;187
16;M;2004;Owen;16
16;M;2017;Owen;231
37;M;2008;Pablo;179
35;M;2009;Pablo;214
23;M;2010;Pablo;237
23;M;2012;Pablo;283
18;M;2014;Pablo;323
16;M;2015;Pablo;339
30;M;2016;Pablo;369
7;M;2009;Paco;19
11;M;2005;Pacôme;16
11;M;2009;Pacôme;32
11;M;2010;Pacôme;43
7;M;2011;Pacôme;50
29;F;2005;Paloma;53
33;F;2008;Paloma;158
31;F;2011;Paloma;250
31;F;2012;Paloma;281
17;F;2009;Paola;76
7;F;2012;Paola;108
14;F;2018;Paola;181
14;M;2004;Paolo;14
13;M;2007;Paolo;51
6;M;2006;Pascal;22
6;M;2015;Patrick;65
273;M;2009;Paul;1558
259;M;2015;Paul;3046
204;M;2017;Paul;3452
7;F;2008;Paula;21
5;M;2004;Paul-Emile;5
8;M;2004;Paulin;8
105;F;2007;Pauline;459
51;F;2017;Pauline;1210
6;F;2016;Penda;14
27;F;2013;Pénélope;237
28;F;2015;Pénélope;294
11;F;2018;Pénélope;343
6;F;2007;Perla;11
5;F;2012;Perla;28
7;F;2014;Perla;35
6;F;2012;Perrine;69
5;M;2018;Philémon;41
15;M;2007;Philippe;73
19;M;2014;Philippe;177
5;M;2016;Philippe;195
34;F;2005;Philippine;60
15;F;2007;Philippine;97
6;F;2005;Philomène;18
14;F;2008;Philomène;54
17;F;2009;Pia;67
15;F;2013;Pia;131
41;F;2017;Pia;258
34;F;2018;Pia;292
60;M;2012;Pierre;874
6;M;2018;Pierre-Louis;81
7;M;2010;Prince;7
5;M;2015;Prince;17
6;F;2008;Prisca;13
5;F;2012;Prisca;18
6;F;2007;Priscille;15
6;F;2010;Priscille;28
5;M;2011;Prosper;10
5;M;2017;Qassim;12
6;M;2018;Qassim;18
125;M;2004;Quentin;125
100;M;2007;Quentin;418
83;M;2009;Quentin;589
6;F;2016;Quitterie;93
33;F;2004;Rachel;33
24;F;2007;Rachel;99
23;F;2012;Rachel;222
18;F;2015;Rachel;280
14;F;2016;Rachel;294
9;M;2017;Racim;9
17;M;2004;Rafael;17
35;M;2012;Rafael;280
26;M;2013;Rafael;306
42;M;2014;Rafael;348
44;M;2016;Rafael;430
19;M;2012;Rafaël;182
17;M;2014;Rafaël;216
16;M;2015;Rafaël;232
6;F;2018;Rahma;113
5;M;2007;Ralph;5
5;F;2015;Ramata;18
5;F;2017;Ramata;29
11;M;2011;Rami;47
5;M;2013;Rami;52
5;M;2006;Ramy;19
6;M;2013;Ramy;35
5;M;2015;Ramy;40
5;M;2016;Ramy;45
28;F;2004;Rania;28
24;F;2006;Rania;85
7;F;2008;Meriem;27
9;F;2012;Meriem;54
17;F;2014;Meriem;82
10;F;2015;Meriem;92
12;M;2007;Merlin;50
10;M;2008;Merlin;60
6;M;2015;Merlin;107
8;M;2016;Merlin;115
5;F;2011;Meryem;21
7;F;2017;Meryem;61
6;F;2015;Meryl;20
17;F;2005;Mia;32
30;F;2008;Mia;89
67;F;2014;Mia;339
68;F;2015;Mia;407
87;F;2017;Mia;567
10;M;2009;Michael;23
9;M;2006;Michel;31
14;M;2008;Michel;61
12;M;2009;Michel;73
6;F;2007;Michelle;6
9;F;2015;Michelle;43
14;M;2006;Mickaël;51
11;M;2010;Mickaël;104
11;M;2012;Mickaël;126
6;M;2010;Miguel;28
5;M;2009;Mika;5
6;M;2012;Mikail;6
18;F;2004;Mila;18
45;F;2009;Mila;230
90;F;2013;Mila;540
35;M;2016;Milan;369
23;M;2018;Milan;411
5;F;2014;Milena;69
5;F;2016;Milena;82
5;M;2008;Miles;5
8;M;2011;Milhan;16
12;F;2010;Milla;62
13;F;2016;Milla;109
32;M;2006;Milo;99
41;M;2011;Milo;290
28;M;2012;Milo;318
31;M;2013;Milo;349
37;M;2017;Milo;517
10;F;2005;Mina;25
22;F;2006;Mina;47
15;F;2013;Mina;194
26;F;2017;Mina;270
11;F;2016;Mira;24
5;F;2009;Miriam;5
14;F;2016;Miya;58
10;F;2017;Miya;68
5;M;2004;Modibo;5
5;M;2008;Modibo;10
6;M;2013;Modibo;22
210;M;2013;Mohamed;1623
200;M;2014;Mohamed;1823
185;M;2015;Mohamed;2008
184;M;2016;Mohamed;2192
195;M;2018;Mohamed;2561
7;M;2004;Mohamed-Ali;7
5;M;2015;Mohamed-Ali;29
11;M;2009;Mohamed-Amine;58
7;M;2012;Mohamed-Amine;80
8;M;2013;Mohamed-Amine;88
10;M;2016;Mohamed-Amine;112
6;M;2013;Mohamed-Lamine;6
6;M;2014;Mohamed-Lamine;12
6;M;2018;Mohamed-Lamine;31
5;M;2005;Mohammad;5
15;M;2013;Mohammed;177
19;M;2014;Mohammed;196
15;F;2005;Mona;37
14;F;2008;Mona;91
19;F;2018;Mona;243
7;M;2006;Morgan;24
7;M;2007;Morgan;31
10;M;2014;Morgan;91
9;M;2016;Morgan;108
47;F;2004;Morgane;47
36;F;2005;Morgane;83
20;F;2011;Morgane;205
20;F;2012;Morgane;225
7;F;2016;Morgane;268
6;M;2004;Mory;6
